index,Names,Gender,Count,Probability,quote,author,tags,likes
214,Kathy,F,336470,0.000920831,Try a little harder to be a little better.,Gordon B. Hinckley,inspirational,3155
215,Lois,F,335648,0.000918582,"If you think you are too small to make a difference, try sleeping with a mosquito.",The Dalai Lama,inspirational,3143
216,Anne,F,333573,0.000912903,Reputation is what other people know about you. Honor is what you know about yourself.,"Lois McMaster Bujold,",inspirational;sci-fi;vorkosigan,3143
217,Bonnie,F,332401,0.000909695,"Everything can be taken from a man but one thing: the last of the human freedoms??to choose one??s attitude in any given set of circumstances, to choose one??s own way.","Viktor E. Frankl,",inspirational;motivational,3142
218,Victor,M,330614,0.000904805,Do not fear failure but rather fear not trying.,"Roy T. Bennett,",failure;fearless;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quote;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-philosophy;life-quotes;living;motivation;motivational;never-give-up;optimism;optimistic;persistence;positive;positive-affirmation;positive-life;positive-thinking;trying,3141
219,Taylor,F,330580,0.000904712,"The purpose of life is to live it, to taste experience to the utmost, to reach out eagerly and without fear for newer and richer experience.",Eleanor Roosevelt,adventure;carpe-diem;enjoy-life;experience;inspirational;life;live-in-the-moment;purpose-of-life,3140
220,Travis,M,328502,0.000899025,"Even if you cannot change all the people around you, you can change the people you choose to be around. Life is too short to waste your time on people who don??t respect, appreciate, and value you. Spend your life with people who make you smile, laugh, and feel loved.","Roy T. Bennett,",appreciate;change;happiness;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;laugh;life;life-and-living;life-lessons;life-quotes;living;love;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;relationship;respect;smile;value,3133
221,Phyllis,F,325658,0.000891242,"The important thing to you is not how many years in your life, but how much life in your years!",Edward J. Stieglitz,inspirational,3132
222,Shawn,M,325287,0.000890226,It does not matter how slowly you go as long as you do not stop.,Confucius,education;inspirational;life;perseverance,3127
223,Phillip,M,322731,0.000883231,"Change will not come if we wait for some other person, or if we wait for some other time. We are the ones we've been waiting for. We are the change that we seek.",Barack Obama,change;inspirational,3118
224,Shannon,F,321264,0.000879216,"You cannot control the behavior of others, but you can always choose how you respond to it.","Roy T. Bennett,",choices;choose;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,3111
225,Martin,M,319665,0.00087484,Kindness is a language which the deaf can hear and the blind can see.,Mark Twain,inspirational;kindness,3090
226,Johnny,M,318870,0.000872665,Don't Jus,"Roy T. Bennett,",act;action;change;criticize;doing;dream;dreams;encouragement;experience;feeling;giving;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quote;inspirational-quotes;inspire;inspiring;learning;life;life-and-living;life-lessons;life-philosophy;life-quotes;listening;living;optimism;optimistic;ponder;positive;positive-affirmation;positive-life;positive-thinking;thinking;transform,3088
227,Craig,M,318864,0.000872648,"Remember, darkness does not always equate to evil, just as light does not always bring good.","P.C. Cast,",inspirational,3078
228,Allison,F,318564,0.000871827,Top 15 Things Money Can??t Bu,"Roy T. Bennett,",character;class;common-sense;dignity;happiness;health;inner-peace;inspiration;inspirational;inspirational-quotes;integrity;life;life-quotes;love;manners;money;morals;patience;respect;time;trust,3077
229,Bobby,M,318251,0.00087097,I meant what I said and I said what I meant. An elephant's faithful one-hundred percent!,"Dr. Seuss,",dr-seuss;humor;inspirational;musical,3069
230,Alyssa,F,318123,0.00087062,"When I was about eight, I decided that the most wonderful thing, next to a human being, was a book.",Margaret Walker,books;inspirational,3055
231,Ella,F,312855,0.000856203,"Go on with what your heart tells you, or you will lose all.","Rick Riordan,",inspirational,3050
232,Josephine,F,312080,0.000854082,"All parents damage their children. It cannot be helped. Youth, like pristine glass, absorbs the prints of its handlers. Some parents smudge, others crack, a few shatter childhoods completely into jagged little pieces, beyond repair.","Mitch Albom,",family;inspirational;life;parents,2997
233,Ernest,M,307247,0.000840855,"What do we live for, if it is not to make life less difficult for each other?",George Eliot,inspirational,2969
234,Stanley,M,306812,0.000839665,"Always find opportunities to make someone smile, and to offer random acts of kindness in everyday life.","Roy T. Bennett,",acts-of-kindness;happiness;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;kindness;life;life-and-living;life-lessons;life-quotes;living;opportunity;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;smile,2964
235,Cody,M,306357,0.00083842,There must be those among whom we can sit down and weep and still be counted as warriors.,Adrienne Rich,inspirational,2941
236,Clarence,M,305503,0.000836083,Tears are words that need to be written.,Paulo Coelho,inspirational;sadness;writing,2928
237,Tina,F,300693,0.000822919,"Every book, every volume you see here, has a soul. The soul of the person who wrote it and of those who read it and lived and dreamed with it. Every time a book changes hands, every time someone runs his eyes down its pages, its spirit grows and strengthens.","Carlos Ruiz Zaf??n,",inspirational;soul;spiritual-growth,2922
238,Elijah,M,299860,0.000820639,"When one tugs at a single thing in nature, he finds it attached to the rest of the world.",John Muir,inspirational,2910
239,Leonard,M,299746,0.000820327,"Anyone can hide. Facing up to things, working through them, that's what makes you strong.",Sarah Dessen,inspirational;strength;tough-times,2907
240,Carlos,M,297730,0.00081481,"My concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.",Abraham Lincoln,inspirational;philosophical;politics;religion;religious,2919
241,Dawn,F,297675,0.000814659,"It's not the size of the dog in the fight, it's the size of the fight in the dog.",Mark Twain,bravery;dog;famous;inspirational;valour,2883
242,Robin,F,296764,0.000812166,Never lose hope. Storms make people stronger and never last forever.,"Roy T. Bennett,",adversity;difficulty;hope;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;perseverance;persistence;positive;positive-affirmation;positive-life;positive-thinking;storms,2861
243,Edna,F,296405,0.000811184,The brick walls are there for a reason. The brick walls are not there to keep us out. The brick walls are there to give us a chance to show how badly we want something. Because the brick walls are there to stop the people who don??t want it badly enough. They??re there to stop the other people.,"Randy Pausch,",barriers;challenges;failure;failures;inspirational;perseverance,2847
244,Cameron,M,294544,0.000806091,"please believe that things are good with me, and even when they're not, they will be soon enough. And i will always believe the same about you.","Stephen Chbosky,",happiness;inspirational;life,2844
245,Peggy,F,294231,0.000805234,Even strength must bow to wisdom sometimes.,"Rick Riordan,",inspirational;wisdom,2841
246,Caleb,M,294194,0.000805133,"I will love you always. When this red hair is white, I will still love you. When the smooth softness of youth is replaced by the delicate softness of age, I will still want to touch your skin. When your face is full of the lines of every smile you have ever smiled, of every surprise I have seen flash through your eyes, when every tear you have ever cried has left its mark upon your face,I will treasure you all the more, because I was there to see it all. I will share your life with you, Meredith, and I will love you until the last breath leaves your body or mine.","Laurell K. Hamilton,",inspirational;love;relationships,2837
247,Eleanor,F,292713,0.00080108,In the en,"Jack Kornfield,",eastern-philosophy;inspirational,2837
248,Isaac,M,292709,0.000801069,A woman's heart should be so hidden in God that a man has to seek Him just to find her.,Maya Angelou,inspirational,2837
249,Todd,M,292608,0.000800792,"I kept always two books in my pocket, one to read, one to write in.","Robert Louis Stevenson,",books;inspirational;on-writing;reading,2829
250,Jamie,F,292438,0.000800327,Don't let the bastards grind you down.,"Margaret Atwood,",inspirational,2824
251,Earl,M,291904,0.000798866,"Never be bullied into silence. Never allow yourself to be made a victim. Accept no one's definition of your life, but define yourself.",Harvey Fierstein,be-yourself;identity;individuality;inspirational;life;self-determination;self-esteem;self-expression,2818
252,Francis,M,291827,0.000798655,"I don't think of all the misery, but of the beauty that still remains.","Anne Frank,",beauty;hope;inspirational;joy,2815
253,Jimmy,M,291501,0.000797763,To shine your brightest light is to be who you truly are.,Roy T. Bennett,be-yourself;being-yourself;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;light;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;shine,2784
254,Mason,M,291402,0.000797492,"Great heroes need great sorrows and burdens, or half their greatness goes unnoticed. It is all part of the fairy tale.","Peter S. Beagle,",heroes;inspirational,2784
255,Danny,M,291046,0.000796517,"Life is too short to waste any amount of time on wondering what other people think about you. In the first place, if they had better things going on in their lives, they wouldn't have the time to sit around and talk about you. What's important to me is not others' opinions of me, but what's important to me is my opinion of myself.",C. JoyBell C.,defiant;freedom;inspirational;inspirational-attitude;inspirational-quotes;inspiring;life-and-living;self-belief;self-love;self-worth;society,2777
256,Audrey,F,290898,0.000796112,Be thankful for everything that happens in your life; it??s all an experience.,Roy T. Bennett,experience;gratitude;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;thankful,2760
257,Rita,F,287585,0.000787046,"Time doesn??t heal emotional pain, you need to learn how to let go.","Roy T. Bennett,",heal;inspiration;inspirational;inspirational-quotes;learning;let-go;letting-go;letting-go-of-the-past;life;life-quotes;pain;spiritual;time,2727
258,Luke,M,286681,0.000784572,"I'd rather be hated for who I am, than loved for who I am not.",Kurt Cobain,inspirational,2722
259,Dale,M,286547,0.000784205,"I must be a mermaid, Rango. I have no fear of depths and a great fear of shallow living.",Anais Nin,anais-nin;inspirational;living;mermaids;no-fear;sea,2720
260,Alex,M,286229,0.000783335,You never change your life until you step out of your comfort zone; change begins at the end of your comfort zone.,Roy T. Bennett,achievement;change;comfort-zone;courage;dream;dreams;inspiration;inspirational;inspirational-quotes;inspire;inspiring;leader;leaders;leadership;life;life-quotes;living;motivation;motivational;start-up;step-out-of-your-comfort-zone,2706
261,Paula,F,283889,0.000776931,"Do not let the memories of your past limit the potential of your future. There are no limits to what you can achieve on your journey through life, except in your mind.","Roy T. Bennett,",future;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;limit;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;potential,2695
262,Clara,F,283518,0.000775915,Sometimes you have to lose all you have to find out who you truly are.,"Roy T. Bennett,",be-yourself;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,2688
263,Wanda,F,283048,0.000774629,"Stop comparing yourself to other people, just choose to be happy and live your own life.","Roy T. Bennett,",happiness;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,2674
264,Joel,M,282890,0.000774197,You are not rich until you have a rich heart.,"Roy T. Bennett,",heart;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;rich;rich-heart;richness,2659
265,Evan,M,282744,0.000773797,"Once you have read a book you care about, some part of it is always with you.","Louis L'Amour,",books;inspirational;reading,2656
266,Norma,F,281856,0.000771367,Trees that are slow to grow bear the best fruit.,Moliere,inspirational;patience,2656
267,Luis,M,281214,0.00076961,"I wonder how many people don't get the one they want, but end up with the one they're supposed to be with.","Fannie Flagg,",couples;deep;dissapointment;fate;heart;inspirational;love;people;romance,2651
268,Courtney,F,280434,0.000767475,"Atticus, he was real nice.","Harper Lee,",inspirational,2643
269,Ethel,F,280148,0.000766692,Wanting to be someone else is a waste of the person you are.,Marilyn Monroe,inspirational;misattributed;self-acceptance;self-esteem,2629
270,Nathaniel,M,279797,0.000765732,"So many people walk around with a meaningless life. They seem half-asleep, even when they're busy doing things they think are important. This is because they're chasing the wrong things. The way you get meaning into your life is to devote yourself to loving others, devote yourself to your community around you, and devote yourself to creating something that gives you purpose and meaning.","Mitch Albom,",inspirational,2663
271,Wendy,F,279245,0.000764221,"Parents can only give good advice or put them on the right paths, but the final forming of a person's character lies in their own hands.",Anne Frank,growing-up;innocence;inspirational;parenting;personal-responsibility;right-of-passage;self-determination;self-responsibility,2620
272,Ellen,F,278869,0.000763192,"I??ve been fighting to be who I am all my life. What??s the point of being who I am, if I can??t have the person who was worth all the fighting for?","Stephanie Lennox,",fighting;funny;humour;husband;inspirational;love;lover;relationships;romance;spiritual;sweet;wife,2581
273,Leslie,F,278719,0.000762782,I want to be in a relationship where you telling me you love me is just a ceremonious validation of what you already show me.,"Steve Maraboli,",action;being-loved;inspirational;life;love;relationships,2575
274,Marjorie,F,276604,0.000756993,Incredible change happens in your life when you decide to take control of what you do have power over instead of craving control over what you don't.,"Steve Maraboli,",change;control;empowerment;inspirational;letting-go;life;motivational,2562
275,Vanessa,F,276265,0.000756066,"To-morrow, and to-morrow, and to-morrow","William Shakespeare,",inspirational,2560
276,Allen,M,276160,0.000755778,"Only people who are capable of loving strongly can also suffer great sorrow, but this same necessity of loving serves to counteract their grief and heals them.",Leo Tolstoy,grief;inspirational,2545
277,Valerie,F,274440,0.000751071,A man who dares to waste one hour of time has not discovered the value of life.,"Charles Darwin,",dare;inspirational;life;science;time;value;waste,2539
278,Carrie,F,274292,0.000750666,"The question is not what you look at, but what you see.",Henry David Thoreau,inspirational,2539
279,Ava,F,273829,0.000749399,What's terrible is to pretend that second-rate is first-rate. To pretend that you don't need love when you do; or you like your work when you know quite well you're capable of better.,"Doris Lessing,",inspirational,2512
280,Eva,F,272371,0.000745409,Let the improvement of yourself keep you so busy that you have no time to criticize others.,"Roy T. Bennett,",improvement;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;leadership;learning;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;success,2493
281,Frederick,M,270555,0.000740439,"We don??t need a list of rights and wrongs, tables of dos and don??ts: we need books, time, and silence",Philip Pullman,books;inspirational,2485
282,Curtis,M,270082,0.000739144,Do not set aside your happiness. Do not wait to be happy in the future. The best time to be happy is always now.,Roy T. Bennett,happiness;happy;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;living-now;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,2464
283,Edith,F,269856,0.000738526,Keep your face always toward the sunshine - and shadows will fall behind you.,Walt Whitman,advice-for-daily-living;inspirational;positive-attitude,2459
284,Connie,F,269618,0.000737875,"However many holy words you read, however many you speak, what good will they do you if you do not act on upon them?",Buddha Siddhartha Guatama Shakyamuni,inspirational,2455
285,Lucas,M,269319,0.000737056,"When things break, it's not the actual breaking that prevents them from getting back together again. It's because a little piece gets lost - the two remaining ends couldn't fit together even if they wanted to. The whole shape has changed.","John Green,",inspirational;life,2454
286,Gladys,F,268394,0.000734525,there is a place in the heart tha,Charles bukowski,death;inspirational,2441
287,Cindy,F,266689,0.000729859,Courage isn't having the strength to go on - it is going on when you don't have strength.,Napoleon Bonaparte,courage;inspirational;strength,2440
288,Tracy,F,265069,0.000725425,All thinking men are atheists.,"Ernest Hemingway,",atheism;inspirational,2433
289,Elaine,F,264934,0.000725056,Ask for what you want and be prepared to get it!,Maya Angelou,inspirational,2421
290,Hazel,F,263526,0.000721202,Others have seen what is and asked why. I have seen what could be and asked why not. ,"Pablo Picasso,",creativity;inspirational,2410
291,Monica,F,263152,0.000720179,The desire to reach for the stars is ambitious. The desire to reach hearts is wise.,Maya Angelou,ambition;inspirational;wisdom,2399
292,Norman,M,261995,0.000717012,"Jane, be still; don't struggle so like a wild, frantic bird, that is rending its own plumage in its desperation.","Charlotte Bront?? ,",freedom;inspirational;literature,2392
293,Esther,F,261417,0.000715431,"If I should have a daughter????Instead of ??Mom??, she??s gonna call me ??Point B.?? Because that way, she knows that no matter what happens, at least she can always find her way to me. And I??m going to paint the solar system on the back of her hands so that she has to learn the entire universe before she can say ??Oh, I know that like the back of my hand.",Sarah Kay,inspirational;poem,2391
294,Melanie,F,260420,0.000712702,"If we listened to our intellect we'd never have a love affair. We'd never have a friendship. We'd never go in business because we'd be cynical: ""It's gonna go wrong."" Or ""She's going to hurt me."" Or,""I've had a couple of bad love affairs, so therefore . . ."" Well, that's nonsense. You're going to miss life. You've got to jump off the cliff all the time and build your wings on the way down.",Ray Bradbury,inspirational,2379
295,Brianna,F,260152,0.000711969,"The unhappiest people in this world, are those who care the most about what other people think.",C. JoyBell C.,freedom;inspirational;inspirational-attitude;inspirational-quotes;life-and-living;society;unhappiness;unhappy-life,2363
296,Antonio,M,259281,0.000709585,"The grand essentials to happiness in this life are something to do, something to love, and something to hope for.","George Washington Burnap,",happiness;inspirational;misattributed-to-chalmers;misattributed-to-joseph-addison;misattributed-to-kant;misattributed-tom-bodett;widely-misattributed,2356
297,Jasmine,F,258655,0.000707872,?? ??? ??? ???? ?????... ????? ??? ???? ????? ?? ??????,??? ????,inspirational,2355
298,Chad,M,257900,0.000705805,I figured something out. The future is unpredictable.,"John Green,",humor;inspirational;obvious;stupid,2350
299,Katie,F,257392,0.000704415,Do no harm and leave the world a better place than you found it.,Patricia Cornwell,inspirational,2325
300,Tony,M,256800,0.000702795,"Shoot for the moon. Even if you miss, you'll land among the stars.",Norman Vincent Peale,inspirational,2498
301,Rodney,M,255138,0.000698247,Help others without any reason and give without the expectation of receiving anything in return.,"Roy T. Bennett,",give;giving;inspiration;inspirational;inspirational-quotes;inspire;inspiring;kindness;life;life-quotes;living,2355
302,Glenn,M,255115,0.000698184,It is easy in the world to live after the world's opinion; it is easy in solitude to live after our own; but the great man is he who in the midst of the crowd keeps with perfect sweetness the independence of solitude.,"Ralph Waldo Emerson,",essay;inspirational;lecture;nonfiction;philosophy;self-reliance;social-commentary;transcendentalism,2350
303,Marvin,M,255029,0.000697948,Life has no remote....get up and change it yourself!,"Mark A. Cooper,",confidence;inspirational;inspirational-attitude;life;life-philosophy;optimism;power-of-words,2349
304,April,F,254953,0.00069774,Be steady and well-ordered in your life so that you can be fierce and original in your work.,Gustave Flaubert,inspirational;life;work,2335
305,Derek,M,254028,0.000695209,"The starting point of all achievement is DESIRE. Keep this constantly in mind. Weak desire brings weak results, just as a small fire makes a small amount of heat.","Napoleon Hill,",inspirational,2331
306,Erica,F,253323,0.000693279,"If you want to be happy, be.",Tolstoy Leo,inspirational,2330
307,Ian,M,251425,0.000688085,"Whatever you can do or dream you can, begin it","John Anster,",inspirational;misattributed-goethe,2326
308,Adrian,M,249881,0.00068386,"For me, I am driven by two main philosophies: know more today about the world than I knew yesterday and lessen the suffering of others. You'd be surprised how far that gets you.",Neil deGrasse Tyson,compassion;inspiration;inspirational;knowledge;learning;philosophy;science;values,2324
309,Theodore,M,249785,0.000683597,"If you don't go after what you want, you'll never have it. If you don't ask, the answer is always no. If you don't step forward, you're always in the same place.",Nora Roberts,inspirational,2323
310,Alexandra,F,249693,0.000683345,A concept is a brick. It can be used to build a courthouse of reason. Or it can be thrown through the window.,"Gilles Deleuze,",anarchy;freedom;inspirational;lateral-thinking;philosophy;rationalism,2316
311,Marcus,M,247488,0.00067731,I just want you to know that you??re very special?? and the only reason I??m telling you is that I don??t know if anyone else ever has.,"Stephen Chbosky,",inspirational;stephen-chbosky;the-perks-of-being-a-wallflower,2313
312,Alfred,M,246745,0.000675277,"Whatever you do, you need courage. Whatever course you decide upon, there is always someone to tell you that you are wrong. There are always difficulties arising that tempt you to believe your critics are right. To map out a course of action and follow it to an end requires some of the same courage that a soldier needs. Peace has its victories, but it takes brave men and women to win them.",Ralph Waldo Emerson,courage;inspirational,2307
313,Jackson,M,246717,0.0006752,"Happiness is not the absence of problems, it's the ability to deal with them.","Steve Maraboli,",empowerment;happiness;inspirational;life-lessons;motivational;problems,2306
314,Edwin,M,246628,0.000674957,I am a part of all that I have met.,"Alfred Tennyson,",attitude;inspirational,2304
315,Melvin,M,246526,0.000674678,"If we have no peace, it is because we have forgotten that we belong to each other.",Mother Teresa,compassion;connecting;humanity;inspirational;love;sharing,2303
316,Sylvia,F,246183,0.000673739,"I sought to hear the voice of God and climbed the topmost steeple, but God declared: ""Go down again - I dwell among the people.",John Henry Newman,god;inspirational;love,2299
317,Sheila,F,246132,0.000673599,"No matter how plain a woman may be, if truth and honesty are written across her face, she will be beautiful.",Eleanor Roosevelt,beauty;inner-beauty;inspirational,2296
318,Alicia,F,245117,0.000670822,I have never met a man so ignorant that I couldn't learn something from him.,Galileo Galilei,inspirational,2276
319,Steve,M,243444,0.000666243,There is nothing more dreadful than the habit of doubt. Doubt separates people. It is a poison that disintegrates friendships and breaks up pleasant relations. It is a thorn that irritates and hurts; it is a sword that kills.,Buddha Siddhartha Guatama Shakyamuni,inspirational,2258
320,Leah,F,241758,0.000661629,"Great things happen to those who don't stop believing, trying, learning, and being grateful.","Roy T. Bennett,",being-positive;believe;gratitude;inspiration;inspirational;inspirational-quotes;life;life-quotes;live;motivation;never-stop-believing;never-stop-learning;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;try;trying,2236
321,Hunter,M,241453,0.000660794,". . . when it comes down to it, that??s what life is all about: showing up for the people you love, again and again, until you can??t show up anymore.","Rebecca Walker,",inspirational,2230
322,Lee,M,238799,0.000653531,Believe in your infinite potential. Your only limitations are those you set upon yourself.,"Roy T. Bennett,",believe;believe-in-yourself;confidence;empowerment;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;limitations;limits;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;potential;spiritual-growth;spirituality;talents,2229
323,Jeffery,M,237685,0.000650482,"Pain is a pesky part of being human, I've learned it feels like a stab wound to the heart, something I wish we could all do without, in our lives here. Pain is a sudden hurt that can't be escaped. But then I have also learned that because of pain, I can feel the beauty, tenderness, and freedom of healing. Pain feels like a fast stab wound to the heart. But then healing feels like the wind against your face when you are spreading your wings and flying through the air! We may not have wings growing out of our backs, but healing is the closest thing that will give us that wind against our faces.",C. JoyBell C.,beauty;experience;flight;flying;freedom;growing;growth;heal;healing;hurt;hurting;inspirational;inspirational-life;inspirational-quotes;inspiring;learning;life;life-and-living;life-lessons;living;living-life;pain;painful;wind;wings;wisdom;wisdom-in-life;wisdom-quotes,2223
324,Kristen,F,237638,0.000650354,"Earth provides enough to satisfy every man's needs, but not every man's greed.",Mahatma Gandhi,bounty;conservation;earth;environment;greed;indulgence;inspirational;man;need,2212
325,Caroline,F,236856,0.000648213,"Listen with curiosity. Speak with honesty. Act with integrity. The greatest problem with communication is we don??t listen to understand. We listen to reply. When we listen with curiosity, we don??t listen with the intent to reply. We listen for what??s behind the words.","Roy T. Bennett,",action;actions;communication;curiosity;honest;inspiration;inspirational;inspirational-quotes;integrity;integrity-quotes;leadership;life;life-quotes;listen;listening;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;speak;speaking,2210
326,Mia,F,235403,0.000644237,It??s your life; you don??t need someone??s permission to live the life you want. Be brave to live from your heart.,"Roy T. Bennett,",brave;courage;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;live-from-your-heart;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,2191
327,Sherry,F,235283,0.000643909,"We're so self-important. So arrogant. Everybody's going to save something now. Save the trees, save the bees, save the whales, save the snails. And the supreme arrogance? Save the planet! Are these people kidding? Save the planet? We don't even know how to take care of ourselves; we haven't learned how to care for one another. We're gonna save the fuckin' planet? . . . And, by the way, there's nothing wrong with the planet in the first place. The planet is fine. The people are fucked! Compared with the people, the planet is doin' great. It's been here over four billion years . . . The planet isn't goin' anywhere, folks. We are! We're goin' away. Pack your shit, we're goin' away. And we won't leave much of a trace. Thank God for that. Nothing left. Maybe a little Styrofoam. The planet will be here, and we'll be gone. Another failed mutation; another closed-end biological mistake.",George Carlin,extinction;humanity;inspirational;pale-blue-dot;perspective,2171
328,Angel,M,235027,0.000643208,I??ve known people that the world has thrown everything at to discourage them...to break their spirit. And yet something about them retains a dignity. They face life and don??t ask quarters.,Horton Foote,inspirational;life,2168
329,Jesus,M,233675,0.000639508,"We never know the quality of someone else's life, though we seldom resist the temptation to assume and pass judgement.","Tami Hoag,",inspirational,2143
330,Dustin,M,232187,0.000635436,"Stepping onto a brand-new path is difficult, but not more difficult than remaining in a situation, which is not nurturing to the whole woman.",Maya Angelou,change;inspirational;self-determination,2285
331,Herbert,M,231146,0.000632587,Imagination is everything. It is the preview of life's coming attractions.,Albert Einstein,creativity;fantasy;imagination;inspirational,2171
332,Pauline,F,230062,0.00062962,"Two roads diverged in a wood, and I ",robert frost,choice;consequence;individuality;inspirational,2140
333,Michele,F,229908,0.000629199,"I am not a teacher, but an awakener.",Robert Frost,carpe-diem;education;inspirational;learning;mentoring,2119
334,Veronica,F,228778,0.000626106,"My only advice is to stay aware, listen carefully, and yell for help if you need it.",Judy Blume,inspirational;life,2118
335,Ricky,M,227831,0.000623514,"You may tell a tale that takes up residence in someone's soul, becomes their blood and self and purpose. That tale will move them and drive them and who knows that they might do because of it, because of your words. That is your role, your gift.","Erin Morgenstern,",inspirational;story-teller;storytelling;your-gift,2107
336,Liam,M,227655,0.000623033,"Because,' she said, 'when you're scared but you still do it anyway","Neil Gaiman,",inspirational,2081
337,Wesley,M,227347,0.00062219,Write it on your heart that every day is the best day in the year.,Ralph Waldo Emerson,advice-for-daily-living;inspirational;live-in-the-moment;optimism;wonder,2059
338,Thelma,F,226849,0.000620827,"No matter how your heart is grieving, if you keep on believing, the dreams that you wish will come true.",Walt Disney Company,dreams;inspirational,2052
339,Suzanne,F,226804,0.000620704,"We don't make mistakes, just happy little accidents.",Bob Ross,art;inspirational,2046
340,Lucille,F,225466,0.000617042,Be Brave and Take Risks: You need to have faith in yourself. Be brave and take risks. You don't have to have it all figured out to move forward.,"Roy T. Bennett,",authentic-living;being-positive;brave;courage;faith;inspiration;inspirational;inspirational-quotes;life;life-quotes;motivation;moving-forward;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;start-up,2039
341,Morgan,F,222799,0.000609743,"Any book that helps a child to form a habit of reading, to make reading one of his deep and continuing needs, is good for him.",Maya Angelou,books;inspirational;library,2037
342,Joanne,F,222697,0.000609464,Not being heard is no reason for silence.,"Hugo, Victor,",inspirational,2037
343,Troy,M,222076,0.000607764,Happiness depends on your mindset and attitude.,"Roy T. Bennett,",attitude;happiness;happy;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;mind;mindset;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,2026
344,Chloe,F,221173,0.000605293,"Men are from Earth, women are from Earth. Deal with it.",George Carlin,common-sense;equality;feminism;humanism;humor;inspirational;men-and-women,2021
345,Anita,F,221044,0.00060494,"If you make a mistake and do not correct it, this is called a mistake.",Confucius,inspirational;mistake,2016
346,Connor,M,219605,0.000601002,Do Not Lie to Yoursel,"Roy T. Bennett,",comfort-zone;courage;excuse;honesty;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,1996
347,Isaiah,M,218039,0.000596716,"The real heroes anyway aren't the people doing things; the real heroes are the people NOTICING things, paying attention.","John Green,",inspirational,1982
348,Julian,M,217984,0.000596566,"Well, we all make mistakes, dear, so just put it behind you. We should regret our mistakes and learn from them, but never carry them forward into the future with us.","L.M. Montgomery,",inspirational;mistakes,1973
349,Jared,M,217187,0.000594385,"Sometimes life knocks you on your ass... get up, get up, get up!!! Happiness is not the absence of problems, it's the ability to deal with them.","Steve Maraboli,",ability;action;gratitude;happiness;inspirational;life;motivational;moving-forward;problems;success,1972
350,Holly,F,216906,0.000593615,Just because you can doesn't mean you should.,Sherrilyn Kenyon,inspirational,1971
